preco,quartos,banheiros,area,endereco,vagas_garagem,condominio,fonte,tipo,transacao,regiao,preco_m2,data_coleta,id_unico,id_simulado
"R$ 200,000",1 quartos,1 banheiros,45 m²,"Flat em Taguatinga, Brasília - DF - 158",1 vagas,R$ 1911,Simulação Realística v2.0,flat,venda,Taguatinga,"R$ 4,444/m²",2025-09-27 14:13,Flat_Taguatinga_45_200000_157,SIM_0158
"R$ 340,304",2 quartos,1 banheiros,89 m²,"Apartamento em Ceilândia, Brasília - DF - 159",2 vagas,R$ 4577,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,823/m²",2025-09-27 14:13,Apartamento_Ceilândia_89_340304_158,SIM_0159
"R$ 730,364",4 quartos,3 banheiros,121 m²,"Apartamento em Águas Claras, Brasília - DF - 160",2 vagas,R$ 6540,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 6,036/m²",2025-09-27 14:13,Apartamento_Águas Claras_121_730364_159,SIM_0160
"R$ 200,844",2 quartos,2 banheiros,54 m²,"Apartamento em Ceilândia, Brasília - DF - 161",3 vagas,R$ 2690,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,719/m²",2025-09-27 14:13,Apartamento_Ceilândia_54_200844_160,SIM_0161
"R$ 499,383",3 quartos,3 banheiros,99 m²,"Apartamento em Sudoeste, Brasília - DF - 162",1 vagas,R$ 4431,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 5,044/m²",2025-09-27 14:13,Apartamento_Sudoeste_99_499383_161,SIM_0162
"R$ 645,213",3 quartos,3 banheiros,112 m²,"Apartamento em Sudoeste, Brasília - DF - 163",2 vagas,R$ 4691,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 5,760/m²",2025-09-27 14:13,Apartamento_Sudoeste_112_645213_162,SIM_0163
"R$ 306,269",1 quartos,1 banheiros,69 m²,"Apartamento em Águas Claras, Brasília - DF - 164",1 vagas,R$ 3057,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,438/m²",2025-09-27 14:13,Apartamento_Águas Claras_69_306269_163,SIM_0164
"R$ 467,305",2 quartos,2 banheiros,92 m²,"Apartamento em Águas Claras, Brasília - DF - 165",0 vagas,R$ 2791,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,079/m²",2025-09-27 14:13,Apartamento_Águas Claras_92_467305_164,SIM_0165
"R$ 344,267",2 quartos,2 banheiros,76 m²,"Apartamento em Guará, Brasília - DF - 166",2 vagas,R$ 2876,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,529/m²",2025-09-27 14:13,Apartamento_Guará_76_344267_165,SIM_0166
"R$ 600,000",4 quartos,3 banheiros,130 m²,"Duplex em Guará, Brasília - DF - 167",1 vagas,R$ 6423,Simulação Realística v2.0,duplex,venda,Guará,"R$ 4,615/m²",2025-09-27 14:13,Duplex_Guará_130_600000_166,SIM_0167
"R$ 250,000",1 quartos,1 banheiros,51 m²,"Flat em Guará, Brasília - DF - 168",0 vagas,R$ 2834,Simulação Realística v2.0,flat,venda,Guará,"R$ 4,901/m²",2025-09-27 14:13,Flat_Guará_51_250000_167,SIM_0168
"R$ 446,385",3 quartos,3 banheiros,112 m²,"Cobertura em Taguatinga, Brasília - DF - 169",2 vagas,R$ 4241,Simulação Realística v2.0,cobertura,venda,Taguatinga,"R$ 3,985/m²",2025-09-27 14:13,Cobertura_Taguatinga_112_446385_168,SIM_0169
"R$ 477,214",2 quartos,2 banheiros,82 m²,"Apartamento em Águas Claras, Brasília - DF - 170",1 vagas,R$ 7071,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,819/m²",2025-09-27 14:13,Apartamento_Águas Claras_82_477214_169,SIM_0170
"R$ 687,749",2 quartos,2 banheiros,90 m²,"Flat em Asa Sul, Brasília - DF - 171",2 vagas,R$ 8466,Simulação Realística v2.0,flat,venda,Asa Sul,"R$ 7,641/m²",2025-09-27 14:13,Flat_Asa Sul_90_687749_170,SIM_0171
"R$ 450,000",1 quartos,1 banheiros,50 m²,"Studio em Asa Sul, Brasília - DF - 172",1 vagas,R$ 3941,Simulação Realística v2.0,studio,venda,Asa Sul,"R$ 9,000/m²",2025-09-27 14:13,Studio_Asa Sul_50_450000_171,SIM_0172
"R$ 347,177",2 quartos,2 banheiros,73 m²,"Apartamento em Taguatinga, Brasília - DF - 173",0 vagas,R$ 2663,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,755/m²",2025-09-27 14:13,Apartamento_Taguatinga_73_347177_172,SIM_0173
"R$ 543,997",2 quartos,1 banheiros,96 m²,"Flat em Águas Claras, Brasília - DF - 174",3 vagas,R$ 7384,Simulação Realística v2.0,flat,venda,Águas Claras,"R$ 5,666/m²",2025-09-27 14:13,Flat_Águas Claras_96_543997_173,SIM_0174
"R$ 518,285",2 quartos,2 banheiros,93 m²,"Apartamento em Águas Claras, Brasília - DF - 175",2 vagas,R$ 5644,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,572/m²",2025-09-27 14:13,Apartamento_Águas Claras_93_518285_174,SIM_0175
"R$ 314,191",3 quartos,3 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 176",1 vagas,R$ 1702,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,141/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_314191_175,SIM_0176
"R$ 397,783",2 quartos,2 banheiros,74 m²,"Apartamento em Águas Claras, Brasília - DF - 177",1 vagas,R$ 4005,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,375/m²",2025-09-27 14:13,Apartamento_Águas Claras_74_397783_176,SIM_0177
"R$ 462,017",3 quartos,2 banheiros,99 m²,"Apartamento em Vicente Pires, Brasília - DF - 178",1 vagas,R$ 4378,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 4,666/m²",2025-09-27 14:13,Apartamento_Vicente Pires_99_462017_177,SIM_0178
"R$ 385,058",2 quartos,2 banheiros,62 m²,"Apartamento em Águas Claras, Brasília - DF - 179",2 vagas,R$ 4202,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 6,210/m²",2025-09-27 14:13,Apartamento_Águas Claras_62_385058_178,SIM_0179
"R$ 290,353",1 quartos,1 banheiros,66 m²,"Studio em Vicente Pires, Brasília - DF - 180",2 vagas,R$ 2389,Simulação Realística v2.0,studio,venda,Vicente Pires,"R$ 4,399/m²",2025-09-27 14:13,Studio_Vicente Pires_66_290353_179,SIM_0180
"R$ 249,131",2 quartos,2 banheiros,65 m²,"Apartamento em Ceilândia, Brasília - DF - 181",3 vagas,R$ 2129,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,832/m²",2025-09-27 14:13,Apartamento_Ceilândia_65_249131_180,SIM_0181
"R$ 400,282",1 quartos,1 banheiros,55 m²,"Flat em Asa Norte, Brasília - DF - 182",2 vagas,R$ 2068,Simulação Realística v2.0,flat,venda,Asa Norte,"R$ 7,277/m²",2025-09-27 14:13,Flat_Asa Norte_55_400282_181,SIM_0182
"R$ 420,961",3 quartos,2 banheiros,110 m²,"Apartamento em Taguatinga, Brasília - DF - 183",1 vagas,R$ 5507,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,826/m²",2025-09-27 14:13,Apartamento_Taguatinga_110_420961_182,SIM_0183
"R$ 293,962",1 quartos,1 banheiros,76 m²,"Apartamento em Vicente Pires, Brasília - DF - 184",1 vagas,R$ 3428,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 3,867/m²",2025-09-27 14:13,Apartamento_Vicente Pires_76_293962_183,SIM_0184
"R$ 394,300",2 quartos,2 banheiros,90 m²,"Apartamento em Águas Claras, Brasília - DF - 185",3 vagas,R$ 5162,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,381/m²",2025-09-27 14:13,Apartamento_Águas Claras_90_394300_184,SIM_0185
"R$ 250,000",2 quartos,1 banheiros,71 m²,"Flat em Guará, Brasília - DF - 186",1 vagas,R$ 2812,Simulação Realística v2.0,flat,venda,Guará,"R$ 3,521/m²",2025-09-27 14:13,Flat_Guará_71_250000_185,SIM_0186
"R$ 421,551",3 quartos,3 banheiros,91 m²,"Cobertura em Taguatinga, Brasília - DF - 187",2 vagas,R$ 5639,Simulação Realística v2.0,cobertura,venda,Taguatinga,"R$ 4,632/m²",2025-09-27 14:13,Cobertura_Taguatinga_91_421551_186,SIM_0187
"R$ 401,800",2 quartos,2 banheiros,84 m²,"Apartamento em Águas Claras, Brasília - DF - 188",3 vagas,R$ 2390,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,783/m²",2025-09-27 14:13,Apartamento_Águas Claras_84_401800_187,SIM_0188
"R$ 560,257",3 quartos,3 banheiros,108 m²,"Apartamento em Águas Claras, Brasília - DF - 189",2 vagas,R$ 5076,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,187/m²",2025-09-27 14:13,Apartamento_Águas Claras_108_560257_188,SIM_0189
"R$ 644,374",2 quartos,2 banheiros,89 m²,"Cobertura em Vicente Pires, Brasília - DF - 190",2 vagas,R$ 3553,Simulação Realística v2.0,cobertura,venda,Vicente Pires,"R$ 7,240/m²",2025-09-27 14:13,Cobertura_Vicente Pires_89_644374_189,SIM_0190
"R$ 351,719",2 quartos,2 banheiros,88 m²,"Flat em Guará, Brasília - DF - 191",2 vagas,R$ 3816,Simulação Realística v2.0,flat,venda,Guará,"R$ 3,996/m²",2025-09-27 14:13,Flat_Guará_88_351719_190,SIM_0191
"R$ 389,546",2 quartos,2 banheiros,83 m²,"Flat em Águas Claras, Brasília - DF - 192",3 vagas,R$ 4042,Simulação Realística v2.0,flat,venda,Águas Claras,"R$ 4,693/m²",2025-09-27 14:13,Flat_Águas Claras_83_389546_191,SIM_0192
"R$ 405,807",2 quartos,1 banheiros,94 m²,"Apartamento em Águas Claras, Brasília - DF - 193",1 vagas,R$ 4757,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,317/m²",2025-09-27 14:13,Apartamento_Águas Claras_94_405807_192,SIM_0193
"R$ 335,648",2 quartos,2 banheiros,96 m²,"Flat em Vicente Pires, Brasília - DF - 194",1 vagas,R$ 3992,Simulação Realística v2.0,flat,venda,Vicente Pires,"R$ 3,496/m²",2025-09-27 14:13,Flat_Vicente Pires_96_335648_193,SIM_0194
"R$ 261,272",2 quartos,2 banheiros,70 m²,"Apartamento em Taguatinga, Brasília - DF - 195",2 vagas,R$ 1849,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,732/m²",2025-09-27 14:13,Apartamento_Taguatinga_70_261272_194,SIM_0195
"R$ 341,590",1 quartos,1 banheiros,54 m²,"Apartamento em Águas Claras, Brasília - DF - 196",2 vagas,R$ 2142,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 6,325/m²",2025-09-27 14:13,Apartamento_Águas Claras_54_341590_195,SIM_0196
"R$ 350,000",4 quartos,4 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 197",1 vagas,R$ 2335,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,500/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_350000_196,SIM_0197
"R$ 700,000",3 quartos,2 banheiros,103 m²,"Cobertura em Vicente Pires, Brasília - DF - 198",1 vagas,R$ 3518,Simulação Realística v2.0,cobertura,venda,Vicente Pires,"R$ 6,796/m²",2025-09-27 14:13,Cobertura_Vicente Pires_103_700000_197,SIM_0198
"R$ 350,000",2 quartos,2 banheiros,55 m²,"Apartamento em Sudoeste, Brasília - DF - 199",2 vagas,R$ 3872,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 6,363/m²",2025-09-27 14:13,Apartamento_Sudoeste_55_350000_198,SIM_0199
"R$ 685,279",3 quartos,3 banheiros,116 m²,"Apartamento em Vicente Pires, Brasília - DF - 200",2 vagas,R$ 9521,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 5,907/m²",2025-09-27 14:13,Apartamento_Vicente Pires_116_685279_199,SIM_0200
"R$ 400,000",1 quartos,1 banheiros,58 m²,"Studio em Asa Norte, Brasília - DF - 201",1 vagas,R$ 3175,Simulação Realística v2.0,studio,venda,Asa Norte,"R$ 6,896/m²",2025-09-27 14:13,Studio_Asa Norte_58_400000_200,SIM_0201
"R$ 450,000",1 quartos,1 banheiros,60 m²,"Studio em Asa Sul, Brasília - DF - 202",2 vagas,R$ 6318,Simulação Realística v2.0,studio,venda,Asa Sul,"R$ 7,500/m²",2025-09-27 14:13,Studio_Asa Sul_60_450000_201,SIM_0202
"R$ 663,741",3 quartos,2 banheiros,86 m²,"Apartamento em Asa Norte, Brasília - DF - 203",1 vagas,R$ 7408,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 7,717/m²",2025-09-27 14:13,Apartamento_Asa Norte_86_663741_202,SIM_0203
"R$ 250,000",1 quartos,1 banheiros,54 m²,"Flat em Guará, Brasília - DF - 204",1 vagas,R$ 3686,Simulação Realística v2.0,flat,venda,Guará,"R$ 4,629/m²",2025-09-27 14:13,Flat_Guará_54_250000_203,SIM_0204
"R$ 350,000",4 quartos,3 banheiros,100 m²,"Duplex em Ceilândia, Brasília - DF - 205",2 vagas,R$ 3085,Simulação Realística v2.0,duplex,venda,Ceilândia,"R$ 3,500/m²",2025-09-27 14:13,Duplex_Ceilândia_100_350000_204,SIM_0205
"R$ 441,752",3 quartos,3 banheiros,98 m²,"Cobertura em Taguatinga, Brasília - DF - 206",2 vagas,R$ 3827,Simulação Realística v2.0,cobertura,venda,Taguatinga,"R$ 4,507/m²",2025-09-27 14:13,Cobertura_Taguatinga_98_441752_205,SIM_0206
"R$ 329,469",3 quartos,3 banheiros,96 m²,"Apartamento em Ceilândia, Brasília - DF - 207",1 vagas,R$ 3769,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,431/m²",2025-09-27 14:13,Apartamento_Ceilândia_96_329469_206,SIM_0207
"R$ 381,278",3 quartos,3 banheiros,89 m²,"Apartamento em Águas Claras, Brasília - DF - 208",2 vagas,R$ 2660,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,284/m²",2025-09-27 14:13,Apartamento_Águas Claras_89_381278_207,SIM_0208
"R$ 779,731",3 quartos,2 banheiros,118 m²,"Apartamento em Águas Claras, Brasília - DF - 209",3 vagas,R$ 8348,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 6,607/m²",2025-09-27 14:13,Apartamento_Águas Claras_118_779731_208,SIM_0209
"R$ 561,180",3 quartos,2 banheiros,96 m²,"Apartamento em Águas Claras, Brasília - DF - 210",3 vagas,R$ 5151,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,845/m²",2025-09-27 14:13,Apartamento_Águas Claras_96_561180_209,SIM_0210
"R$ 500,755",2 quartos,2 banheiros,83 m²,"Apartamento em Águas Claras, Brasília - DF - 211",3 vagas,R$ 6740,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 6,033/m²",2025-09-27 14:13,Apartamento_Águas Claras_83_500755_210,SIM_0211
"R$ 547,896",4 quartos,3 banheiros,142 m²,"Apartamento em Vicente Pires, Brasília - DF - 212",1 vagas,R$ 6261,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 3,858/m²",2025-09-27 14:13,Apartamento_Vicente Pires_142_547896_211,SIM_0212
"R$ 532,311",2 quartos,2 banheiros,71 m²,"Apartamento em Asa Norte, Brasília - DF - 213",2 vagas,R$ 3898,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 7,497/m²",2025-09-27 14:13,Apartamento_Asa Norte_71_532311_212,SIM_0213
"R$ 446,681",3 quartos,3 banheiros,105 m²,"Apartamento em Águas Claras, Brasília - DF - 214",3 vagas,R$ 5056,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,254/m²",2025-09-27 14:13,Apartamento_Águas Claras_105_446681_213,SIM_0214
"R$ 303,987",1 quartos,1 banheiros,59 m²,"Flat em Águas Claras, Brasília - DF - 215",1 vagas,R$ 2197,Simulação Realística v2.0,flat,venda,Águas Claras,"R$ 5,152/m²",2025-09-27 14:13,Flat_Águas Claras_59_303987_214,SIM_0215
"R$ 200,000",1 quartos,1 banheiros,49 m²,"Studio em Taguatinga, Brasília - DF - 216",2 vagas,R$ 1194,Simulação Realística v2.0,studio,venda,Taguatinga,"R$ 4,081/m²",2025-09-27 14:13,Studio_Taguatinga_49_200000_215,SIM_0216
"R$ 280,000",1 quartos,1 banheiros,60 m²,"Flat em Vicente Pires, Brasília - DF - 217",2 vagas,R$ 4103,Simulação Realística v2.0,flat,venda,Vicente Pires,"R$ 4,666/m²",2025-09-27 14:13,Flat_Vicente Pires_60_280000_216,SIM_0217
"R$ 710,408",2 quartos,2 banheiros,93 m²,"Duplex em Asa Sul, Brasília - DF - 218",2 vagas,R$ 6537,Simulação Realística v2.0,duplex,venda,Asa Sul,"R$ 7,638/m²",2025-09-27 14:13,Duplex_Asa Sul_93_710408_217,SIM_0218
"R$ 450,000",1 quartos,1 banheiros,50 m²,"Studio em Asa Sul, Brasília - DF - 219",3 vagas,R$ 2387,Simulação Realística v2.0,studio,venda,Asa Sul,"R$ 9,000/m²",2025-09-27 14:13,Studio_Asa Sul_50_450000_218,SIM_0219
"R$ 255,527",2 quartos,1 banheiros,74 m²,"Flat em Ceilândia, Brasília - DF - 220",0 vagas,R$ 1905,Simulação Realística v2.0,flat,venda,Ceilândia,"R$ 3,453/m²",2025-09-27 14:13,Flat_Ceilândia_74_255527_219,SIM_0220
"R$ 433,410",1 quartos,1 banheiros,64 m²,"Flat em Sudoeste, Brasília - DF - 221",0 vagas,R$ 3760,Simulação Realística v2.0,flat,venda,Sudoeste,"R$ 6,772/m²",2025-09-27 14:13,Flat_Sudoeste_64_433410_220,SIM_0221
"R$ 171,395",2 quartos,1 banheiros,51 m²,"Duplex em Ceilândia, Brasília - DF - 222",1 vagas,R$ 1083,Simulação Realística v2.0,duplex,venda,Ceilândia,"R$ 3,360/m²",2025-09-27 14:13,Duplex_Ceilândia_51_171395_221,SIM_0222
"R$ 1,467,291",4 quartos,4 banheiros,137 m²,"Cobertura em Asa Sul, Brasília - DF - 223",3 vagas,R$ 19154,Simulação Realística v2.0,cobertura,venda,Asa Sul,"R$ 10,710/m²",2025-09-27 14:13,Cobertura_Asa Sul_137_1467291_222,SIM_0223
"R$ 250,000",1 quartos,1 banheiros,50 m²,"Apartamento em Guará, Brasília - DF - 224",1 vagas,R$ 1443,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 5,000/m²",2025-09-27 14:13,Apartamento_Guará_50_250000_223,SIM_0224
"R$ 254,467",2 quartos,1 banheiros,61 m²,"Flat em Guará, Brasília - DF - 225",1 vagas,R$ 1834,Simulação Realística v2.0,flat,venda,Guará,"R$ 4,171/m²",2025-09-27 14:13,Flat_Guará_61_254467_224,SIM_0225
"R$ 379,372",2 quartos,2 banheiros,90 m²,"Apartamento em Taguatinga, Brasília - DF - 226",2 vagas,R$ 2018,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,215/m²",2025-09-27 14:13,Apartamento_Taguatinga_90_379372_225,SIM_0226
"R$ 336,744",2 quartos,1 banheiros,84 m²,"Apartamento em Vicente Pires, Brasília - DF - 227",1 vagas,R$ 4676,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 4,008/m²",2025-09-27 14:13,Apartamento_Vicente Pires_84_336744_226,SIM_0227
"R$ 530,393",3 quartos,2 banheiros,91 m²,"Apartamento em Asa Norte, Brasília - DF - 228",2 vagas,R$ 7031,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 5,828/m²",2025-09-27 14:13,Apartamento_Asa Norte_91_530393_227,SIM_0228
"R$ 350,000",1 quartos,1 banheiros,45 m²,"Flat em Sudoeste, Brasília - DF - 229",1 vagas,R$ 4076,Simulação Realística v2.0,flat,venda,Sudoeste,"R$ 7,777/m²",2025-09-27 14:13,Flat_Sudoeste_45_350000_228,SIM_0229
"R$ 200,000",1 quartos,1 banheiros,45 m²,"Studio em Taguatinga, Brasília - DF - 230",3 vagas,R$ 2212,Simulação Realística v2.0,studio,venda,Taguatinga,"R$ 4,444/m²",2025-09-27 14:13,Studio_Taguatinga_45_200000_229,SIM_0230
"R$ 268,869",2 quartos,2 banheiros,61 m²,"Flat em Guará, Brasília - DF - 231",0 vagas,R$ 3077,Simulação Realística v2.0,flat,venda,Guará,"R$ 4,407/m²",2025-09-27 14:13,Flat_Guará_61_268869_230,SIM_0231
"R$ 302,392",3 quartos,3 banheiros,79 m²,"Apartamento em Ceilândia, Brasília - DF - 232",2 vagas,R$ 3493,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,827/m²",2025-09-27 14:13,Apartamento_Ceilândia_79_302392_231,SIM_0232
"R$ 660,224",4 quartos,4 banheiros,131 m²,"Duplex em Águas Claras, Brasília - DF - 233",2 vagas,R$ 4754,Simulação Realística v2.0,duplex,venda,Águas Claras,"R$ 5,039/m²",2025-09-27 14:13,Duplex_Águas Claras_131_660224_232,SIM_0233
"R$ 492,667",2 quartos,1 banheiros,84 m²,"Apartamento em Vicente Pires, Brasília - DF - 234",2 vagas,R$ 3236,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 5,865/m²",2025-09-27 14:13,Apartamento_Vicente Pires_84_492667_233,SIM_0234
"R$ 350,000",4 quartos,4 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 235",2 vagas,R$ 1924,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,500/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_350000_234,SIM_0235
"R$ 452,992",1 quartos,1 banheiros,50 m²,"Apartamento em Asa Sul, Brasília - DF - 236",2 vagas,R$ 2757,Simulação Realística v2.0,apartamento,venda,Asa Sul,"R$ 9,059/m²",2025-09-27 14:13,Apartamento_Asa Sul_50_452992_235,SIM_0236
"R$ 348,786",3 quartos,2 banheiros,94 m²,"Apartamento em Taguatinga, Brasília - DF - 237",2 vagas,R$ 3946,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,710/m²",2025-09-27 14:13,Apartamento_Taguatinga_94_348786_236,SIM_0237
"R$ 350,000",4 quartos,3 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 238",0 vagas,R$ 5205,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,500/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_350000_237,SIM_0238
"R$ 270,660",1 quartos,1 banheiros,64 m²,"Studio em Guará, Brasília - DF - 239",1 vagas,R$ 3462,Simulação Realística v2.0,studio,venda,Guará,"R$ 4,229/m²",2025-09-27 14:13,Studio_Guará_64_270660_238,SIM_0239
"R$ 267,827",4 quartos,4 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 240",3 vagas,R$ 2345,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 2,678/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_267827_239,SIM_0240
"R$ 412,740",2 quartos,2 banheiros,57 m²,"Apartamento em Asa Norte, Brasília - DF - 241",1 vagas,R$ 2189,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 7,241/m²",2025-09-27 14:13,Apartamento_Asa Norte_57_412740_240,SIM_0241
"R$ 1,333,147",3 quartos,3 banheiros,124 m²,"Cobertura em Asa Sul, Brasília - DF - 242",2 vagas,R$ 19600,Simulação Realística v2.0,cobertura,venda,Asa Sul,"R$ 10,751/m²",2025-09-27 14:13,Cobertura_Asa Sul_124_1333147_241,SIM_0242
"R$ 564,629",3 quartos,2 banheiros,111 m²,"Apartamento em Guará, Brasília - DF - 243",1 vagas,R$ 2960,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 5,086/m²",2025-09-27 14:13,Apartamento_Guará_111_564629_242,SIM_0243
"R$ 811,998",3 quartos,3 banheiros,117 m²,"Apartamento em Sudoeste, Brasília - DF - 244",1 vagas,R$ 10802,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 6,940/m²",2025-09-27 14:13,Apartamento_Sudoeste_117_811998_243,SIM_0244
"R$ 423,653",2 quartos,2 banheiros,71 m²,"Apartamento em Vicente Pires, Brasília - DF - 245",1 vagas,R$ 5516,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 5,966/m²",2025-09-27 14:13,Apartamento_Vicente Pires_71_423653_244,SIM_0245
"R$ 736,329",3 quartos,3 banheiros,117 m²,"Cobertura em Águas Claras, Brasília - DF - 246",3 vagas,R$ 10819,Simulação Realística v2.0,cobertura,venda,Águas Claras,"R$ 6,293/m²",2025-09-27 14:13,Cobertura_Águas Claras_117_736329_245,SIM_0246
"R$ 436,519",2 quartos,2 banheiros,89 m²,"Apartamento em Vicente Pires, Brasília - DF - 247",1 vagas,R$ 5981,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 4,904/m²",2025-09-27 14:13,Apartamento_Vicente Pires_89_436519_246,SIM_0247
"R$ 774,974",2 quartos,2 banheiros,94 m²,"Apartamento em Asa Sul, Brasília - DF - 248",2 vagas,R$ 10621,Simulação Realística v2.0,apartamento,venda,Asa Sul,"R$ 8,244/m²",2025-09-27 14:13,Apartamento_Asa Sul_94_774974_247,SIM_0248
"R$ 563,349",3 quartos,3 banheiros,122 m²,"Apartamento em Águas Claras, Brasília - DF - 249",1 vagas,R$ 7940,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,617/m²",2025-09-27 14:13,Apartamento_Águas Claras_122_563349_248,SIM_0249
"R$ 250,000",2 quartos,2 banheiros,65 m²,"Apartamento em Guará, Brasília - DF - 250",1 vagas,R$ 1622,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 3,846/m²",2025-09-27 14:13,Apartamento_Guará_65_250000_249,SIM_0250
"R$ 848,910",3 quartos,3 banheiros,90 m²,"Cobertura em Asa Sul, Brasília - DF - 251",1 vagas,R$ 6123,Simulação Realística v2.0,cobertura,venda,Asa Sul,"R$ 9,432/m²",2025-09-27 14:13,Cobertura_Asa Sul_90_848910_250,SIM_0251
"R$ 622,328",3 quartos,3 banheiros,98 m²,"Flat em Asa Norte, Brasília - DF - 252",1 vagas,R$ 4014,Simulação Realística v2.0,flat,venda,Asa Norte,"R$ 6,350/m²",2025-09-27 14:13,Flat_Asa Norte_98_622328_251,SIM_0252
"R$ 280,000",1 quartos,1 banheiros,62 m²,"Flat em Vicente Pires, Brasília - DF - 253",1 vagas,R$ 2547,Simulação Realística v2.0,flat,venda,Vicente Pires,"R$ 4,516/m²",2025-09-27 14:13,Flat_Vicente Pires_62_280000_252,SIM_0253
"R$ 534,789",2 quartos,1 banheiros,96 m²,"Flat em Vicente Pires, Brasília - DF - 254",2 vagas,R$ 7772,Simulação Realística v2.0,flat,venda,Vicente Pires,"R$ 5,570/m²",2025-09-27 14:13,Flat_Vicente Pires_96_534789_253,SIM_0254
"R$ 374,895",2 quartos,2 banheiros,69 m²,"Cobertura em Guará, Brasília - DF - 255",1 vagas,R$ 3964,Simulação Realística v2.0,cobertura,venda,Guará,"R$ 5,433/m²",2025-09-27 14:13,Cobertura_Guará_69_374895_254,SIM_0255
"R$ 1,145,161",4 quartos,4 banheiros,110 m²,"Cobertura em Asa Norte, Brasília - DF - 256",1 vagas,R$ 11006,Simulação Realística v2.0,cobertura,venda,Asa Norte,"R$ 10,410/m²",2025-09-27 14:13,Cobertura_Asa Norte_110_1145161_255,SIM_0256
