preco,quartos,banheiros,area,endereco,vagas_garagem,condominio,fonte,tipo,transacao,regiao,preco_m2,data_coleta,id_unico,id_simulado,preco_numerico,area_numerica,quartos_numerico,banheiros_numerico,bairro,cidade,uf,preco_por_m2,area_por_quarto,razao_banheiro_quarto,categoria_preco,categoria_area
"R$ 287,439",3 quartos,2 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 283",3 vagas,R$ 3453,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 2,874/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_287439_282,SIM_0283,287439.0,100,3,2,Ceilândia,Brasília,DF,2874.39,33.333333333333336,0.6666666666666666,Econômico,Amplo
"R$ 261,975",3 quartos,3 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 284",3 vagas,R$ 1974,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 2,619/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_261975_283,SIM_0284,261975.0,100,3,3,Ceilândia,Brasília,DF,2619.75,33.333333333333336,1.0,Econômico,Amplo
"R$ 483,605",4 quartos,4 banheiros,110 m²,"Apartamento em Taguatinga, Brasília - DF - 285",1 vagas,R$ 6553,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,396/m²",2025-09-27 14:13,Apartamento_Taguatinga_110_483605_284,SIM_0285,483605.0,110,4,4,Taguatinga,Brasília,DF,4396.409090909091,27.5,1.0,Médio,Amplo
"R$ 551,839",3 quartos,3 banheiros,109 m²,"Apartamento em Águas Claras, Brasília - DF - 286",0 vagas,R$ 5537,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,062/m²",2025-09-27 14:13,Apartamento_Águas Claras_109_551839_285,SIM_0286,551839.0,109,3,3,Águas Claras,Brasília,DF,5062.743119266055,36.333333333333336,1.0,Alto,Amplo
"R$ 502,617",1 quartos,1 banheiros,68 m²,"Studio em Asa Sul, Brasília - DF - 287",1 vagas,R$ 5107,Simulação Realística v2.0,studio,venda,Asa Sul,"R$ 7,391/m²",2025-09-27 14:13,Studio_Asa Sul_68_502617_286,SIM_0287,502617.0,68,1,1,Asa Sul,Brasília,DF,7391.426470588235,68.0,1.0,Alto,Médio
"R$ 317,154",3 quartos,2 banheiros,81 m²,"Apartamento em Taguatinga, Brasília - DF - 288",2 vagas,R$ 4697,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,915/m²",2025-09-27 14:13,Apartamento_Taguatinga_81_317154_287,SIM_0288,317154.0,81,3,2,Taguatinga,Brasília,DF,3915.4814814814813,27.0,0.6666666666666666,Médio,Amplo
"R$ 272,905",2 quartos,2 banheiros,62 m²,"Apartamento em Taguatinga, Brasília - DF - 289",1 vagas,R$ 3929,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,401/m²",2025-09-27 14:13,Apartamento_Taguatinga_62_272905_288,SIM_0289,272905.0,62,2,2,Taguatinga,Brasília,DF,4401.693548387097,31.0,1.0,Econômico,Médio
"R$ 800,000",5 quartos,4 banheiros,140 m²,"Cobertura em Águas Claras, Brasília - DF - 290",1 vagas,R$ 5020,Simulação Realística v2.0,cobertura,venda,Águas Claras,"R$ 5,714/m²",2025-09-27 14:13,Cobertura_Águas Claras_140_800000_289,SIM_0290,800000.0,140,5,4,Águas Claras,Brasília,DF,5714.285714285715,28.0,0.8,Alto,Extra Grande
"R$ 857,562",3 quartos,2 banheiros,118 m²,"Apartamento em Asa Norte, Brasília - DF - 291",1 vagas,R$ 8150,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 7,267/m²",2025-09-27 14:13,Apartamento_Asa Norte_118_857562_290,SIM_0291,857562.0,118,3,2,Asa Norte,Brasília,DF,7267.474576271186,39.333333333333336,0.6666666666666666,Premium,Amplo
"R$ 350,000",4 quartos,4 banheiros,100 m²,"Cobertura em Ceilândia, Brasília - DF - 292",1 vagas,R$ 3436,Simulação Realística v2.0,cobertura,venda,Ceilândia,"R$ 3,500/m²",2025-09-27 14:13,Cobertura_Ceilândia_100_350000_291,SIM_0292,350000.0,100,4,4,Ceilândia,Brasília,DF,3500.0,25.0,1.0,Médio,Amplo
"R$ 398,474",3 quartos,3 banheiros,101 m²,"Apartamento em Taguatinga, Brasília - DF - 293",2 vagas,R$ 4016,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,945/m²",2025-09-27 14:13,Apartamento_Taguatinga_101_398474_292,SIM_0293,398474.0,101,3,3,Taguatinga,Brasília,DF,3945.2871287128714,33.666666666666664,1.0,Médio,Amplo
"R$ 200,000",1 quartos,1 banheiros,45 m²,"Studio em Taguatinga, Brasília - DF - 294",1 vagas,R$ 1680,Simulação Realística v2.0,studio,venda,Taguatinga,"R$ 4,444/m²",2025-09-27 14:13,Studio_Taguatinga_45_200000_293,SIM_0294,200000.0,45,1,1,Taguatinga,Brasília,DF,4444.444444444444,45.0,1.0,Econômico,Compacto
"R$ 494,215",2 quartos,2 banheiros,79 m²,"Duplex em Asa Norte, Brasília - DF - 295",2 vagas,R$ 4230,Simulação Realística v2.0,duplex,venda,Asa Norte,"R$ 6,255/m²",2025-09-27 14:13,Duplex_Asa Norte_79_494215_294,SIM_0295,494215.0,79,2,2,Asa Norte,Brasília,DF,6255.886075949367,39.5,1.0,Médio,Médio
"R$ 300,000",2 quartos,2 banheiros,61 m²,"Studio em Águas Claras, Brasília - DF - 296",1 vagas,R$ 1997,Simulação Realística v2.0,studio,venda,Águas Claras,"R$ 4,918/m²",2025-09-27 14:13,Studio_Águas Claras_61_300000_295,SIM_0296,300000.0,61,2,2,Águas Claras,Brasília,DF,4918.0327868852455,30.5,1.0,Econômico,Médio
"R$ 731,707",3 quartos,3 banheiros,118 m²,"Apartamento em Asa Sul, Brasília - DF - 297",1 vagas,R$ 3871,Simulação Realística v2.0,apartamento,venda,Asa Sul,"R$ 6,200/m²",2025-09-27 14:13,Apartamento_Asa Sul_118_731707_296,SIM_0297,731707.0,118,3,3,Asa Sul,Brasília,DF,6200.906779661017,39.333333333333336,1.0,Alto,Amplo
"R$ 600,000",5 quartos,4 banheiros,130 m²,"Cobertura em Guará, Brasília - DF - 298",1 vagas,R$ 3947,Simulação Realística v2.0,cobertura,venda,Guará,"R$ 4,615/m²",2025-09-27 14:13,Cobertura_Guará_130_600000_297,SIM_0298,600000.0,130,5,4,Guará,Brasília,DF,4615.384615384615,26.0,0.8,Alto,Extra Grande
"R$ 436,486",2 quartos,1 banheiros,73 m²,"Cobertura em Taguatinga, Brasília - DF - 299",1 vagas,R$ 5137,Simulação Realística v2.0,cobertura,venda,Taguatinga,"R$ 5,979/m²",2025-09-27 14:13,Cobertura_Taguatinga_73_436486_298,SIM_0299,436486.0,73,2,1,Taguatinga,Brasília,DF,5979.260273972603,36.5,0.5,Médio,Médio
"R$ 641,263",3 quartos,3 banheiros,121 m²,"Apartamento em Vicente Pires, Brasília - DF - 300",2 vagas,R$ 4315,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 5,299/m²",2025-09-27 14:13,Apartamento_Vicente Pires_121_641263_299,SIM_0300,641263.0,121,3,3,Vicente Pires,Brasília,DF,5299.694214876033,40.333333333333336,1.0,Alto,Extra Grande
"R$ 387,981",2 quartos,2 banheiros,82 m²,"Studio em Sudoeste, Brasília - DF - 301",3 vagas,R$ 4325,Simulação Realística v2.0,studio,venda,Sudoeste,"R$ 4,731/m²",2025-09-27 14:13,Studio_Sudoeste_82_387981_300,SIM_0301,387981.0,82,2,2,Sudoeste,Brasília,DF,4731.475609756098,41.0,1.0,Médio,Amplo
"R$ 312,359",3 quartos,3 banheiros,77 m²,"Apartamento em Ceilândia, Brasília - DF - 302",2 vagas,R$ 1793,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 4,056/m²",2025-09-27 14:13,Apartamento_Ceilândia_77_312359_301,SIM_0302,312359.0,77,3,3,Ceilândia,Brasília,DF,4056.6103896103896,25.666666666666668,1.0,Médio,Médio
"R$ 200,000",2 quartos,1 banheiros,60 m²,"Apartamento em Taguatinga, Brasília - DF - 303",2 vagas,R$ 1216,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,333/m²",2025-09-27 14:13,Apartamento_Taguatinga_60_200000_302,SIM_0303,200000.0,60,2,1,Taguatinga,Brasília,DF,3333.3333333333335,30.0,0.5,Econômico,Compacto
"R$ 504,268",3 quartos,3 banheiros,113 m²,"Apartamento em Guará, Brasília - DF - 304",1 vagas,R$ 4349,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,462/m²",2025-09-27 14:13,Apartamento_Guará_113_504268_303,SIM_0304,504268.0,113,3,3,Guará,Brasília,DF,4462.548672566371,37.666666666666664,1.0,Alto,Amplo
"R$ 734,871",3 quartos,3 banheiros,117 m²,"Apartamento em Sudoeste, Brasília - DF - 305",0 vagas,R$ 4485,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 6,280/m²",2025-09-27 14:13,Apartamento_Sudoeste_117_734871_304,SIM_0305,734871.0,117,3,3,Sudoeste,Brasília,DF,6280.948717948718,39.0,1.0,Alto,Amplo
"R$ 493,612",2 quartos,1 banheiros,69 m²,"Apartamento em Asa Norte, Brasília - DF - 306",2 vagas,R$ 4091,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 7,153/m²",2025-09-27 14:13,Apartamento_Asa Norte_69_493612_305,SIM_0306,493612.0,69,2,1,Asa Norte,Brasília,DF,7153.797101449275,34.5,0.5,Médio,Médio
"R$ 400,000",1 quartos,1 banheiros,48 m²,"Studio em Asa Norte, Brasília - DF - 307",2 vagas,R$ 3879,Simulação Realística v2.0,studio,venda,Asa Norte,"R$ 8,333/m²",2025-09-27 14:13,Studio_Asa Norte_48_400000_306,SIM_0307,400000.0,48,1,1,Asa Norte,Brasília,DF,8333.333333333334,48.0,1.0,Médio,Compacto
"R$ 618,633",2 quartos,1 banheiros,97 m²,"Apartamento em Águas Claras, Brasília - DF - 308",2 vagas,R$ 8350,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 6,377/m²",2025-09-27 14:13,Apartamento_Águas Claras_97_618633_307,SIM_0308,618633.0,97,2,1,Águas Claras,Brasília,DF,6377.659793814433,48.5,0.5,Alto,Amplo
"R$ 800,000",4 quartos,3 banheiros,116 m²,"Cobertura em Águas Claras, Brasília - DF - 309",0 vagas,R$ 4465,Simulação Realística v2.0,cobertura,venda,Águas Claras,"R$ 6,896/m²",2025-09-27 14:13,Cobertura_Águas Claras_116_800000_308,SIM_0309,800000.0,116,4,3,Águas Claras,Brasília,DF,6896.551724137931,29.0,0.75,Alto,Amplo
"R$ 526,805",3 quartos,3 banheiros,104 m²,"Apartamento em Sudoeste, Brasília - DF - 310",1 vagas,R$ 3308,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 5,065/m²",2025-09-27 14:13,Apartamento_Sudoeste_104_526805_309,SIM_0310,526805.0,104,3,3,Sudoeste,Brasília,DF,5065.432692307692,34.666666666666664,1.0,Alto,Amplo
"R$ 273,698",2 quartos,2 banheiros,78 m²,"Apartamento em Taguatinga, Brasília - DF - 311",1 vagas,R$ 3812,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,508/m²",2025-09-27 14:13,Apartamento_Taguatinga_78_273698_310,SIM_0311,273698.0,78,2,2,Taguatinga,Brasília,DF,3508.948717948718,39.0,1.0,Econômico,Médio
"R$ 284,173",3 quartos,3 banheiros,89 m²,"Flat em Guará, Brasília - DF - 312",2 vagas,R$ 3102,Simulação Realística v2.0,flat,venda,Guará,"R$ 3,192/m²",2025-09-27 14:13,Flat_Guará_89_284173_311,SIM_0312,284173.0,89,3,3,Guará,Brasília,DF,3192.955056179775,29.666666666666668,1.0,Econômico,Amplo
"R$ 297,780",4 quartos,3 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 313",1 vagas,R$ 2440,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 2,977/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_297780_312,SIM_0313,297780.0,100,4,3,Ceilândia,Brasília,DF,2977.8,25.0,0.75,Econômico,Amplo
"R$ 845,510",4 quartos,3 banheiros,112 m²,"Apartamento em Asa Norte, Brasília - DF - 314",1 vagas,R$ 6465,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 7,549/m²",2025-09-27 14:13,Apartamento_Asa Norte_112_845510_313,SIM_0314,845510.0,112,4,3,Asa Norte,Brasília,DF,7549.196428571428,28.0,0.75,Premium,Amplo
"R$ 200,000",1 quartos,1 banheiros,56 m²,"Flat em Taguatinga, Brasília - DF - 315",3 vagas,R$ 2842,Simulação Realística v2.0,flat,venda,Taguatinga,"R$ 3,571/m²",2025-09-27 14:13,Flat_Taguatinga_56_200000_314,SIM_0315,200000.0,56,1,1,Taguatinga,Brasília,DF,3571.4285714285716,56.0,1.0,Econômico,Compacto
"R$ 720,571",3 quartos,2 banheiros,101 m²,"Cobertura em Águas Claras, Brasília - DF - 316",2 vagas,R$ 3698,Simulação Realística v2.0,cobertura,venda,Águas Claras,"R$ 7,134/m²",2025-09-27 14:13,Cobertura_Águas Claras_101_720571_315,SIM_0316,720571.0,101,3,2,Águas Claras,Brasília,DF,7134.366336633663,33.666666666666664,0.6666666666666666,Alto,Amplo
"R$ 395,890",2 quartos,2 banheiros,86 m²,"Cobertura em Taguatinga, Brasília - DF - 317",1 vagas,R$ 3191,Simulação Realística v2.0,cobertura,venda,Taguatinga,"R$ 4,603/m²",2025-09-27 14:13,Cobertura_Taguatinga_86_395890_316,SIM_0317,395890.0,86,2,2,Taguatinga,Brasília,DF,4603.372093023256,43.0,1.0,Médio,Amplo
"R$ 524,712",2 quartos,2 banheiros,88 m²,"Apartamento em Águas Claras, Brasília - DF - 318",2 vagas,R$ 6617,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,962/m²",2025-09-27 14:13,Apartamento_Águas Claras_88_524712_317,SIM_0318,524712.0,88,2,2,Águas Claras,Brasília,DF,5962.636363636364,44.0,1.0,Alto,Amplo
"R$ 329,220",1 quartos,1 banheiros,72 m²,"Flat em Vicente Pires, Brasília - DF - 319",2 vagas,R$ 1933,Simulação Realística v2.0,flat,venda,Vicente Pires,"R$ 4,572/m²",2025-09-27 14:13,Flat_Vicente Pires_72_329220_318,SIM_0319,329220.0,72,1,1,Vicente Pires,Brasília,DF,4572.5,72.0,1.0,Médio,Médio
"R$ 356,511",2 quartos,2 banheiros,63 m²,"Apartamento em Águas Claras, Brasília - DF - 320",1 vagas,R$ 1888,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,658/m²",2025-09-27 14:13,Apartamento_Águas Claras_63_356511_319,SIM_0320,356511.0,63,2,2,Águas Claras,Brasília,DF,5658.9047619047615,31.5,1.0,Médio,Médio
"R$ 629,645",3 quartos,2 banheiros,130 m²,"Apartamento em Vicente Pires, Brasília - DF - 321",1 vagas,R$ 6495,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 4,843/m²",2025-09-27 14:13,Apartamento_Vicente Pires_130_629645_320,SIM_0321,629645.0,130,3,2,Vicente Pires,Brasília,DF,4843.423076923077,43.333333333333336,0.6666666666666666,Alto,Extra Grande
"R$ 211,703",2 quartos,1 banheiros,50 m²,"Cobertura em Ceilândia, Brasília - DF - 322",0 vagas,R$ 1887,Simulação Realística v2.0,cobertura,venda,Ceilândia,"R$ 4,234/m²",2025-09-27 14:13,Cobertura_Ceilândia_50_211703_321,SIM_0322,211703.0,50,2,1,Ceilândia,Brasília,DF,4234.06,25.0,0.5,Econômico,Compacto
"R$ 300,000",1 quartos,1 banheiros,51 m²,"Apartamento em Águas Claras, Brasília - DF - 323",1 vagas,R$ 3486,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,882/m²",2025-09-27 14:13,Apartamento_Águas Claras_51_300000_322,SIM_0323,300000.0,51,1,1,Águas Claras,Brasília,DF,5882.35294117647,51.0,1.0,Econômico,Compacto
"R$ 587,430",3 quartos,3 banheiros,106 m²,"Apartamento em Sudoeste, Brasília - DF - 324",1 vagas,R$ 3974,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 5,541/m²",2025-09-27 14:13,Apartamento_Sudoeste_106_587430_323,SIM_0324,587430.0,106,3,3,Sudoeste,Brasília,DF,5541.792452830188,35.333333333333336,1.0,Alto,Amplo
"R$ 458,376",3 quartos,3 banheiros,88 m²,"Apartamento em Asa Norte, Brasília - DF - 325",2 vagas,R$ 6517,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 5,208/m²",2025-09-27 14:13,Apartamento_Asa Norte_88_458376_324,SIM_0325,458376.0,88,3,3,Asa Norte,Brasília,DF,5208.818181818182,29.333333333333332,1.0,Médio,Amplo
"R$ 510,562",1 quartos,1 banheiros,63 m²,"Apartamento em Asa Norte, Brasília - DF - 327",2 vagas,R$ 7200,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 8,104/m²",2025-09-27 14:13,Apartamento_Asa Norte_63_510562_326,SIM_0327,510562.0,63,1,1,Asa Norte,Brasília,DF,8104.158730158731,63.0,1.0,Alto,Médio
"R$ 350,000",3 quartos,3 banheiros,84 m²,"Cobertura em Ceilândia, Brasília - DF - 328",2 vagas,R$ 5240,Simulação Realística v2.0,cobertura,venda,Ceilândia,"R$ 4,166/m²",2025-09-27 14:13,Cobertura_Ceilândia_84_350000_327,SIM_0328,350000.0,84,3,3,Ceilândia,Brasília,DF,4166.666666666667,28.0,1.0,Médio,Amplo
"R$ 179,311",2 quartos,2 banheiros,57 m²,"Apartamento em Ceilândia, Brasília - DF - 329",3 vagas,R$ 2240,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,145/m²",2025-09-27 14:13,Apartamento_Ceilândia_57_179311_328,SIM_0329,179311.0,57,2,2,Ceilândia,Brasília,DF,3145.8070175438597,28.5,1.0,Econômico,Compacto
"R$ 358,882",3 quartos,3 banheiros,89 m²,"Apartamento em Guará, Brasília - DF - 330",2 vagas,R$ 3222,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,032/m²",2025-09-27 14:13,Apartamento_Guará_89_358882_329,SIM_0330,358882.0,89,3,3,Guará,Brasília,DF,4032.38202247191,29.666666666666668,1.0,Médio,Amplo
"R$ 500,000",4 quartos,4 banheiros,116 m²,"Cobertura em Taguatinga, Brasília - DF - 331",1 vagas,R$ 4683,Simulação Realística v2.0,cobertura,venda,Taguatinga,"R$ 4,310/m²",2025-09-27 14:13,Cobertura_Taguatinga_116_500000_330,SIM_0331,500000.0,116,4,4,Taguatinga,Brasília,DF,4310.3448275862065,29.0,1.0,Médio,Amplo
"R$ 343,950",1 quartos,1 banheiros,69 m²,"Studio em Águas Claras, Brasília - DF - 332",1 vagas,R$ 3784,Simulação Realística v2.0,studio,venda,Águas Claras,"R$ 4,984/m²",2025-09-27 14:13,Studio_Águas Claras_69_343950_331,SIM_0332,343950.0,69,1,1,Águas Claras,Brasília,DF,4984.782608695652,69.0,1.0,Médio,Médio
"R$ 267,705",1 quartos,1 banheiros,60 m²,"Apartamento em Taguatinga, Brasília - DF - 333",2 vagas,R$ 1931,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,461/m²",2025-09-27 14:13,Apartamento_Taguatinga_60_267705_332,SIM_0333,267705.0,60,1,1,Taguatinga,Brasília,DF,4461.75,60.0,1.0,Econômico,Compacto
"R$ 280,000",1 quartos,1 banheiros,60 m²,"Studio em Vicente Pires, Brasília - DF - 334",2 vagas,R$ 2719,Simulação Realística v2.0,studio,venda,Vicente Pires,"R$ 4,666/m²",2025-09-27 14:13,Studio_Vicente Pires_60_280000_333,SIM_0334,280000.0,60,1,1,Vicente Pires,Brasília,DF,4666.666666666667,60.0,1.0,Econômico,Compacto
"R$ 465,228",3 quartos,2 banheiros,99 m²,"Apartamento em Taguatinga, Brasília - DF - 335",1 vagas,R$ 3760,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,699/m²",2025-09-27 14:13,Apartamento_Taguatinga_99_465228_334,SIM_0335,465228.0,99,3,2,Taguatinga,Brasília,DF,4699.272727272727,33.0,0.6666666666666666,Médio,Amplo
"R$ 268,961",1 quartos,1 banheiros,62 m²,"Flat em Taguatinga, Brasília - DF - 336",1 vagas,R$ 2874,Simulação Realística v2.0,flat,venda,Taguatinga,"R$ 4,338/m²",2025-09-27 14:13,Flat_Taguatinga_62_268961_335,SIM_0336,268961.0,62,1,1,Taguatinga,Brasília,DF,4338.080645161291,62.0,1.0,Econômico,Médio
"R$ 350,238",2 quartos,2 banheiros,61 m²,"Apartamento em Águas Claras, Brasília - DF - 337",1 vagas,R$ 4429,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,741/m²",2025-09-27 14:13,Apartamento_Águas Claras_61_350238_336,SIM_0337,350238.0,61,2,2,Águas Claras,Brasília,DF,5741.606557377049,30.5,1.0,Médio,Médio
"R$ 817,331",3 quartos,2 banheiros,115 m²,"Apartamento em Sudoeste, Brasília - DF - 338",1 vagas,R$ 10003,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 7,107/m²",2025-09-27 14:13,Apartamento_Sudoeste_115_817331_337,SIM_0338,817331.0,115,3,2,Sudoeste,Brasília,DF,7107.226086956522,38.333333333333336,0.6666666666666666,Premium,Amplo
"R$ 645,889",4 quartos,4 banheiros,120 m²,"Apartamento em Asa Norte, Brasília - DF - 339",0 vagas,R$ 6568,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 5,382/m²",2025-09-27 14:13,Apartamento_Asa Norte_120_645889_338,SIM_0339,645889.0,120,4,4,Asa Norte,Brasília,DF,5382.408333333334,30.0,1.0,Alto,Amplo
"R$ 267,994",3 quartos,3 banheiros,89 m²,"Apartamento em Ceilândia, Brasília - DF - 340",1 vagas,R$ 2548,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,011/m²",2025-09-27 14:13,Apartamento_Ceilândia_89_267994_339,SIM_0340,267994.0,89,3,3,Ceilândia,Brasília,DF,3011.1685393258426,29.666666666666668,1.0,Econômico,Amplo
"R$ 388,872",2 quartos,2 banheiros,67 m²,"Apartamento em Águas Claras, Brasília - DF - 341",0 vagas,R$ 4275,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,804/m²",2025-09-27 14:13,Apartamento_Águas Claras_67_388872_340,SIM_0341,388872.0,67,2,2,Águas Claras,Brasília,DF,5804.059701492537,33.5,1.0,Médio,Médio
"R$ 381,633",2 quartos,2 banheiros,87 m²,"Cobertura em Taguatinga, Brasília - DF - 342",0 vagas,R$ 2348,Simulação Realística v2.0,cobertura,venda,Taguatinga,"R$ 4,386/m²",2025-09-27 14:13,Cobertura_Taguatinga_87_381633_341,SIM_0342,381633.0,87,2,2,Taguatinga,Brasília,DF,4386.586206896552,43.5,1.0,Médio,Amplo
"R$ 412,460",3 quartos,2 banheiros,86 m²,"Apartamento em Taguatinga, Brasília - DF - 343",1 vagas,R$ 5879,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,796/m²",2025-09-27 14:13,Apartamento_Taguatinga_86_412460_342,SIM_0343,412460.0,86,3,2,Taguatinga,Brasília,DF,4796.046511627907,28.666666666666668,0.6666666666666666,Médio,Amplo
"R$ 892,887",4 quartos,4 banheiros,116 m²,"Cobertura em Asa Norte, Brasília - DF - 344",1 vagas,R$ 5314,Simulação Realística v2.0,cobertura,venda,Asa Norte,"R$ 7,697/m²",2025-09-27 14:13,Cobertura_Asa Norte_116_892887_343,SIM_0344,892887.0,116,4,4,Asa Norte,Brasília,DF,7697.301724137931,29.0,1.0,Premium,Amplo
"R$ 331,687",2 quartos,1 banheiros,78 m²,"Apartamento em Guará, Brasília - DF - 345",2 vagas,R$ 4271,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,252/m²",2025-09-27 14:13,Apartamento_Guará_78_331687_344,SIM_0345,331687.0,78,2,1,Guará,Brasília,DF,4252.397435897436,39.0,0.5,Médio,Médio
"R$ 468,004",2 quartos,1 banheiros,104 m²,"Apartamento em Vicente Pires, Brasília - DF - 346",1 vagas,R$ 4896,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 4,500/m²",2025-09-27 14:13,Apartamento_Vicente Pires_104_468004_345,SIM_0346,468004.0,104,2,1,Vicente Pires,Brasília,DF,4500.038461538462,52.0,0.5,Médio,Amplo
"R$ 471,891",3 quartos,3 banheiros,97 m²,"Apartamento em Taguatinga, Brasília - DF - 347",0 vagas,R$ 6835,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,864/m²",2025-09-27 14:13,Apartamento_Taguatinga_97_471891_346,SIM_0347,471891.0,97,3,3,Taguatinga,Brasília,DF,4864.855670103093,32.333333333333336,1.0,Médio,Amplo
"R$ 417,443",2 quartos,1 banheiros,75 m²,"Apartamento em Asa Norte, Brasília - DF - 348",2 vagas,R$ 4481,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 5,565/m²",2025-09-27 14:13,Apartamento_Asa Norte_75_417443_347,SIM_0348,417443.0,75,2,1,Asa Norte,Brasília,DF,5565.906666666667,37.5,0.5,Médio,Médio
"R$ 537,195",2 quartos,2 banheiros,103 m²,"Apartamento em Vicente Pires, Brasília - DF - 349",2 vagas,R$ 4679,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 5,215/m²",2025-09-27 14:13,Apartamento_Vicente Pires_103_537195_348,SIM_0349,537195.0,103,2,2,Vicente Pires,Brasília,DF,5215.485436893204,51.5,1.0,Alto,Amplo
"R$ 686,490",3 quartos,3 banheiros,111 m²,"Apartamento em Vicente Pires, Brasília - DF - 350",2 vagas,R$ 10072,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 6,184/m²",2025-09-27 14:13,Apartamento_Vicente Pires_111_686490_349,SIM_0350,686490.0,111,3,3,Vicente Pires,Brasília,DF,6184.594594594595,37.0,1.0,Alto,Amplo
"R$ 356,054",2 quartos,1 banheiros,67 m²,"Apartamento em Águas Claras, Brasília - DF - 351",2 vagas,R$ 3648,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,314/m²",2025-09-27 14:13,Apartamento_Águas Claras_67_356054_350,SIM_0351,356054.0,67,2,1,Águas Claras,Brasília,DF,5314.238805970149,33.5,0.5,Médio,Médio
"R$ 350,000",4 quartos,4 banheiros,100 m²,"Cobertura em Ceilândia, Brasília - DF - 352",1 vagas,R$ 1891,Simulação Realística v2.0,cobertura,venda,Ceilândia,"R$ 3,500/m²",2025-09-27 14:13,Cobertura_Ceilândia_100_350000_351,SIM_0352,350000.0,100,4,4,Ceilândia,Brasília,DF,3500.0,25.0,1.0,Médio,Amplo
"R$ 275,537",2 quartos,2 banheiros,61 m²,"Apartamento em Guará, Brasília - DF - 353",2 vagas,R$ 2481,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,517/m²",2025-09-27 14:13,Apartamento_Guará_61_275537_352,SIM_0353,275537.0,61,2,2,Guará,Brasília,DF,4517.0,30.5,1.0,Econômico,Médio
"R$ 331,797",3 quartos,2 banheiros,93 m²,"Apartamento em Taguatinga, Brasília - DF - 354",2 vagas,R$ 2054,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,567/m²",2025-09-27 14:13,Apartamento_Taguatinga_93_331797_353,SIM_0354,331797.0,93,3,2,Taguatinga,Brasília,DF,3567.7096774193546,31.0,0.6666666666666666,Médio,Amplo
